#Table1
z,ra,dec
1.300401,145.74951,2.7909784
0.3094656,233.18195,-0.72846896
1.665072,233.1227,-0.36204457
1.67214,232.80656,-0.89147648
2.11935,264.49082,58.042283
1.773146,264.31892,58.477628
4.893538,264.43696,58.474875
1.280287,264.65067,58.630145
1.840531,263.64938,57.795924
0.5398882,263.88239,57.743265
1.811376,263.30901,57.966936
0.2170476,263.88098,58.158748
1.127561,263.66114,58.453265
1.343997,262.49487,57.977361
1.540385,262.57584,57.890824
0.532214,262.28331,58.114812
2.085784,263.12417,58.453188
1.394006,263.0904,58.243274
2.149185,263.27467,58.609356
1.797569,263.1496,58.650772
1.716758,262.19199,57.841376
0.8804447,328.47846,-0.7261574
0.228169,327.70476,-1.0400854
1.99666,327.71958,-0.97632795
0.2021984,327.68016,-0.88962796
1.907551,327.85164,-0.52319135
0.5339081,327.92817,0.01082434
0.8032159,327.66158,-0.59184777
1.041186,327.67853,-0.32068037
0.110824,327.60292,-0.87857604
0.7398564,327.67451,-0.91458544
0.4734947,330.44171,0.7892527
1.077307,336.33989,-0.51702816
0.1476176,336.11909,-0.71432096
1.766856,336.01998,-0.57976311
0.32194,343.8181,-1.2390789
0.6805987,263.77614,54.502334
2.201656,264.88367,54.557958
0.7068043,265.64097,54.692186
0.6223471,265.6848,55.749939
3.125967,265.96861,54.910789
1.04256,265.7267,54.849828
1.039691,233.78038,-0.72839247
1.664516,233.70045,-1.1169042
1.537189,233.91759,-0.1092205
2.990767,246.36636,0.50955013
1.924138,246.79138,0.68958952
2.035579,246.86389,1.144693
1.516498,247.08235,1.1061902
1.052367,247.28188,1.0619354
1.371252,247.75456,0.34042775
0.1913613,262.11201,55.962646
1.84488,262.12081,55.758412
0.9451697,261.63237,55.737869
1.787801,261.34849,56.491248
2.460392,262.21687,55.653102
1.425037,262.28897,55.78574
0.7360312,329.06149,-0.6179461
0.2866696,329.03166,-0.016010334
1.678269,329.22973,-0.066933269
0.8953031,329.17285,-0.067858495
1.904639,328.48154,-0.93946914
1.713028,329.00412,-0.60247922
1.818512,329.62478,0.035603368
1.983684,330.30975,0.5013871
1.049412,330.21001,-0.038130166
0.2898118,330.20093,0.096204377
0.7034126,329.98534,0.89463191
1.660808,330.63214,0.35788748
1.007497,330.67599,0.044174646
0.4472843,334.61914,-0.0033915591
2.50144,334.64415,0.70313886
1.272528,335.00175,0.36046757
2.017952,334.92611,0.54803155
3.922302,334.78797,0.22451984
1.606563,334.8026,0.069896795
1.430279,335.00544,0.063668751
0.3168426,336.06884,-1.2657245
1.55972,338.09302,1.1557737
0.2073094,338.1773,0.98211551
0.1496134,338.51608,0.90498309
0.8072131,342.5539,0.35579899
0.2594357,132.52349,53.210389
3.874507,133.52185,54.597506
1.486864,133.33802,53.864266
1.705924,133.40816,53.897771
0.4433525,134.16819,54.544148
0.2459309,134.081,54.298858
1.801197,133.73804,54.367298
0.1323032,144.45776,58.922961
0.8891478,144.48345,59.785211
0.8698089,145.22888,60.15712
1.275326,144.78668,60.018384
0.07538429,145.56073,59.994533
0.9665095,145.39035,59.803136
0.945912,145.57669,59.888971
0.2040202,144.69655,59.481486
0.9463933,144.81443,59.716848
1.281054,144.8708,59.369187
1.306073,146.04228,60.00453
0.3846239,146.15334,60.246969
1.384703,146.29662,60.094853
0.9134348,145.11767,59.367184
1.585941,144.94293,59.462052
1.512663,146.5484,60.468539
0.9517094,42.695001,-8.1996995
1.316955,42.720523,-8.6711685
0.2680944,42.417441,-8.4679523
0.9713358,42.461188,-7.9971988
1.559518,42.51205,-8.4016414
1.6459,42.503386,-8.3163562
0.3267077,42.772019,-7.0417033
1.461508,42.769612,-7.700448
0.3415513,42.56892,-7.2734265
1.003104,42.354108,-7.3635885
1.347528,43.046638,-6.8440274
0.9376524,42.829227,-7.1831682
0.9121584,43.0464,-6.9881676
1.45664,42.991088,-7.564753
0.7764736,42.8594,-7.6809589
1.60104,43.205711,-7.1136096
1.430417,52.352193,-7.9945685
0.1964115,52.623536,-7.5411083
1.40908,52.117869,-6.9007405
2.916404,52.136553,-7.1306774
1.254755,52.456146,-7.4015511
1.656396,52.299594,-7.7274963
1.877955,51.523456,-6.8212122
2.03479,52.222119,-5.6163075
1.996005,52.10049,-5.6796934
0.1005365,51.712229,-6.4811728
0.4561816,51.592475,-6.407175
0.1057008,51.855102,-6.6144156
0.01336469,52.555265,-5.5433502
2.808357,52.635091,-5.8504197
0.6066208,52.480081,-5.9278857
1.798595,52.59524,-5.6417461
0.9885604,52.518882,-5.9663909
1.997841,61.767381,-6.7643489
1.203312,61.014845,-5.6831929
1.008216,61.410231,-6.4060228
1.49422,61.509819,-6.6690673
1.317013,61.454024,-6.6526623
0.05686806,61.453259,-6.3238478
1.128862,61.346923,-6.2284723
1.308643,60.902402,-5.9701887
0.08872492,60.95113,-5.7597771
1.278108,60.92307,-5.7032389
1.466239,61.173042,-6.4952188
0.7026871,60.929897,-6.5686462
1.823787,61.261572,-6.2376313
1.948245,61.29969,-6.6199194
1.800422,60.610823,-5.5953974
1.446809,60.603669,-5.5471344
1.673396,60.665218,-5.3728402
0.6524268,61.213549,-4.4964832
1.59317,61.091944,-4.5714298
1.553225,61.058912,-4.7805056
0.3531406,136.05875,-0.36248212
0.844257,136.12331,-0.071360019
2.011068,136.26681,-0.078947933
2.132494,136.18294,0.10622296
1.914008,136.12686,-0.0074584016
1.874276,135.83599,-0.27402868
1.125065,135.70869,-0.18544296
1.167928,135.97007,0.12462184
1.603065,135.85188,-0.67453617
1.40545,135.99107,-0.81205986
0.8270739,135.65385,-0.39058208
1.452494,135.4387,-0.014364679
0.890802,135.22473,-0.12391841
1.915827,135.3577,-0.61753459
1.649963,134.88954,-0.15027694
0.560257,134.93694,-0.050268221
1.003228,135.05008,-0.065116777
0.4682533,135.2434,-0.39350368
1.27614,135.15918,-0.76340442
0.9200912,134.64411,-0.33240886
1.371455,134.58624,-0.051318247
0.08362186,141.25194,2.3728327
1.203601,141.23596,2.1205144
0.8435619,141.27113,2.2087841
1.242189,141.23688,1.9141945
1.536229,142.67845,-0.57913139
1.715286,142.52732,-0.72838255
1.49848,142.71146,-0.63019355
0.352988,142.67971,-0.71816069
1.14333,142.49959,-0.34851869
1.681128,142.61663,-0.13989858
1.455169,142.19359,-0.77707737
1.241874,142.20764,-0.76942382
1.168947,142.1384,-0.6479717
3.944742,142.18722,-0.28646785
0.2161636,142.24543,-0.35812979
0.6079909,141.88995,-0.85409913
1.224808,141.81279,-0.87175611
1.319494,142.13073,-0.45691076
2.086788,142.12741,-0.39286341
1.138337,142.11614,-0.18276582
1.146671,142.12775,-0.27035627
0.8716028,142.09248,-0.19692534
1.26218,145.42708,-0.030283465
0.09775161,145.70313,-0.044517399
1.521797,145.24181,0.062446656
1.460953,145.73316,1.1606164
1.929298,146.2776,1.5312879
1.414482,146.20311,1.7000384
0.5107653,146.21005,2.0150662
1.828862,146.16042,1.9135807
2.059395,145.395,1.2764788
1.185108,145.83083,1.6026061
1.795493,146.01399,2.0106532
1.184753,145.13194,0.84600687
0.9514207,145.03799,1.4259705
2.14145,145.00945,1.289954
1.789497,145.5924,1.490589
1.848313,145.62933,2.0416312
0.2424152,134.74499,53.654976
1.573244,134.48075,53.195928
1.440569,134.35879,53.049425
1.440653,133.87468,53.178894
0.850671,133.618,53.59673
0.8921351,133.73333,52.562895
0.08959205,133.76738,52.880089
0.240089,133.73468,52.453996
0.3423029,133.52102,52.977001
0.3044821,133.43086,53.071446
1.133079,133.05985,52.923814
1.825785,147.49335,59.099335
0.4117981,146.81495,58.633948
0.7602503,147.21141,59.063366
1.50745,147.36599,59.020274
0.2318179,146.71457,59.02501
0.8037431,145.99284,58.677068
1.224606,146.35658,58.987863
1.643829,146.46758,58.71843
1.734996,146.56044,59.154264
0.7751212,146.01157,59.079111
0.3511864,146.45697,57.952699
0.4256625,145.5052,59.129379
1.4355,144.69936,59.055343
1.054901,144.79852,58.529738
1.212534,43.575617,-8.8311908
1.381982,43.707237,-8.4186954
0.8384062,43.813842,-8.3766718
0.6250547,43.78434,-8.3127965
0.8099946,43.499198,-8.1273723
1.321673,43.389882,-7.8837941
1.569073,43.311481,-8.8558205
1.388856,43.277378,-8.9943029
1.63875,43.249532,-8.9138685
1.592691,43.191398,-8.8601279
1.588367,43.191602,-8.8067293
0.1322851,42.959896,-8.6183835
2.287635,43.087969,-8.9209984
1.517992,43.145551,-9.0742697
0.9535095,42.950642,-8.9466959
0.915626,42.779113,-7.8938973
1.363022,42.786663,-8.194193
0.1946143,53.352279,-7.5555414
0.5269436,52.989056,-7.9304781
1.046821,53.152078,-7.3853992
0.5732208,53.017586,-6.9283029
1.609651,53.116064,-7.2438889
1.697127,53.288291,-7.2881382
3.694676,53.09796,-6.9140243
0.2517655,52.881753,-7.371181
2.293919,52.681314,-7.3779493
0.3665912,52.567617,-6.8613943
4.724262,52.831949,-7.6953078
0.2395159,52.815124,-8.0042773
1.529208,52.493707,-7.3283001
1.751374,52.449684,-6.8161005
1.24853,52.506857,-7.3079439
1.476521,62.827816,-6.2093597
2.313004,62.683992,-5.9585501
2.013178,62.776452,-5.7705533
1.328642,62.662629,-5.9118717
1.473156,62.248192,-6.5467197
0.6322571,62.441591,-6.3732958
1.333925,62.552887,-5.8689851
0.9536773,62.376681,-6.0144084
1.621402,62.568971,-5.7561753
0.3021299,62.360524,-5.6838263
2.695493,62.307425,-6.1441773
5.273367,62.03733,-5.6975145
2.737101,61.980871,-6.0871457
0.2496248,61.985346,-5.7991928
2.192123,61.792347,-5.8504991
0.226068,62.238104,-6.6705292
2.093555,62.185296,-6.7148013
1.263469,61.546239,-6.1245054
0.5865002,61.544957,-6.1010097
1.17225,137.28921,-0.45269533
2.10821,137.41703,-0.23592054
0.2936349,137.3017,0.039392437
1.952026,137.35193,0.10050424
0.2911732,137.32112,0.13990127
1.348551,136.94306,-0.77799157
1.016627,136.90548,-0.56937045
1.240322,136.9569,-0.38258879
2.396997,136.87776,-0.56519111
0.8634623,137.16067,0.041258579
0.9269508,136.90321,-0.16625119
1.772372,137.26886,-0.042913349
1.216648,137.15015,-0.20509136
2.038608,136.45456,-0.39486464
0.7930109,136.39905,-0.67775793
0.979708,136.58429,-0.50436981
0.2228397,136.54181,-0.76484365
1.754536,136.35024,-0.6342886
0.9761916,136.42699,-0.63055969
1.183375,136.59594,-0.6983442
1.900305,136.30529,-0.46405258
1.102475,136.64853,-0.076638552
1.9588,136.77884,-0.31093919
0.4981205,136.07218,-0.46754817
0.2824394,136.24968,-0.70191903
0.2001595,136.52147,0.04793817
1.581159,136.47112,-0.12595217
1.943316,139.70451,2.2514711
1.693387,140.18934,1.9119679
1.264189,140.22736,1.7878138
3.994605,140.59855,2.1541119
2.076685,140.60297,1.8293813
1.098689,140.8956,2.647176
0.3424258,140.75565,2.1913951
1.438146,140.87359,1.9675487
1.698774,141.041,2.5318352
0.2664849,144.70683,0.90803922
0.170223,144.68524,0.95438376
1.909416,144.69207,1.0250547
0.930773,144.91777,0.30639264
1.298363,144.91714,0.3251936
1.984732,145.10908,-0.025475498
0.2235473,144.95366,-0.0028285017
1.43029,145.00851,0.80447952
0.6530951,144.95046,0.57950204
1.695985,144.95682,0.94132115
0.913596,145.08747,0.58453562
2.012086,145.45668,0.54843165
0.7646354,136.17751,53.387219
1.312054,136.18225,53.454439
0.7077645,134.78438,52.514672
0.2611692,134.48296,52.443542
1.181846,134.69466,53.278724
0.8999586,148.27079,58.423819
1.834724,148.90553,58.704275
0.9355502,147.07577,58.289691
0.5952353,147.34001,58.282085
1.613158,147.38388,58.543485
0.2076574,148.27825,59.170334
0.945303,146.96496,58.507723
1.950742,147.98475,58.771442
0.532138,147.86721,59.20821
0.5247568,148.01789,59.156955
0.3298487,147.87203,59.132377
1.12855,146.5968,58.584005
0.6811841,147.59132,58.646307
1.579489,42.244096,-7.2066049
1.587848,42.437531,-7.9408191
0.9571494,44.776525,-8.5200151
0.7183141,44.607936,-8.9266145
1.296571,44.656974,-8.7262774
1.52377,44.999609,-8.5833293
0.5641923,44.887922,-8.0288113
0.8819613,44.911052,-7.9337972
1.236264,44.501171,-8.9900864
1.563774,44.513584,-8.9204144
1.044971,44.227046,-8.2573262
1.740363,44.297113,-8.2070756
0.7992136,44.499779,-8.1183177
1.069492,44.343511,-7.9489061
1.623885,43.976292,-8.787879
1.352637,44.055088,-8.964377
1.991356,44.061024,-8.659495
0.9409214,44.203033,-8.6688381
4.229304,44.196097,-8.8448214
1.407028,44.125838,-8.1767248
0.4635018,44.006789,-8.3203724
1.307067,43.982836,-8.4073295
1.427758,44.00009,-8.2710748
1.567295,43.872933,-8.2192993
0.4101472,43.923165,-7.8379057
0.4749449,44.115683,-8.0263715
0.3022491,43.570416,-8.7622417
0.826711,51.311755,-6.4866834
1.818613,51.396679,-6.5696305
0.1644641,51.287388,-6.6500178
1.114802,51.638039,-6.0626312
1.668088,51.740245,-6.3080023
3.0185,51.919473,-6.8631608
1.233799,51.653681,-6.9042951
0.5599468,51.786717,-6.9408255
1.464901,51.669132,-6.8229769
2.639799,54.340567,-7.1505136
1.472809,53.583212,-7.3938467
1.355711,53.579092,-7.1897315
0.6343629,53.659501,-7.1969515
0.9485052,53.60587,-6.9540755
1.884023,53.667022,-6.8929218
2.264136,60.303765,-5.2961812
1.590723,60.054228,-5.622784
1.28685,60.380922,-5.3040336
0.5702274,60.454082,-5.6823991
0.7132481,60.126981,-5.555356
1.060782,60.372783,-5.5662189
1.556356,60.161024,-5.1524164
1.710048,60.4345,-5.1824807
0.6314131,60.883854,-5.620514
1.98989,60.562156,-5.1439157
1.231769,63.103535,-6.092148
0.2697714,63.038845,-5.6752892
1.871359,62.980362,-5.8297547
0.3607309,62.970042,-5.9231932
1.883242,63.018869,-6.5973402
1.648122,63.222866,-6.2428701
1.044973,63.00862,-6.3523061
1.731972,63.06524,-6.3218527
1.266185,63.228628,-6.3472133
1.405888,62.966111,-6.2911097
1.685265,63.229889,-6.2028958
1.836686,62.992397,-6.4444734
1.468898,62.893013,-6.11264
1.060879,62.941245,-5.8134681
0.6542046,62.844832,-5.6847686
1.38615,62.72345,-6.5077278
0.6168362,135.02612,2.2603703
0.2606825,135.22667,1.4348102
0.1286842,135.18535,2.0446394
1.460657,134.96992,2.3761694
1.988166,135.0695,2.246062
0.8390744,135.23707,2.2840566
0.6569151,135.1481,2.1271592
1.848162,135.60424,1.5185615
1.687932,135.47126,2.022617
1.894479,135.88292,1.3012703
1.154519,137.25093,-0.53982095
0.1999835,136.96898,-0.51745374
1.49306,139.23361,2.3604722
0.9320069,139.35474,2.3750025
1.108892,139.28671,2.2944192
1.71491,138.84817,1.8578213
1.427051,139.03286,1.913559
1.777888,139.4893,2.6261181
2.026395,139.7115,2.5157743
2.655061,139.51723,2.0586862
1.481237,139.22372,2.0241403
1.478533,139.66394,2.1163463
1.462882,144.05396,0.42231126
1.675856,144.31931,0.306786
0.7949151,144.67423,0.14315377
1.074894,144.48601,0.085798329
1.487835,144.65522,0.077644483
0.05026412,144.25437,1.0954984
1.345974,144.31189,0.93598008
1.011107,144.7296,0.29029214
0.5687602,265.69952,54.751379
0.8818718,265.91809,54.967339
1.861868,266.08723,53.855414
0.2154252,266.13747,53.855465
1.675672,266.20602,53.91955
0.3150823,266.2386,53.960266
1.853763,265.98249,54.003326
2.93301,266.02357,54.070387
0.4337599,266.02362,54.120546
0.8509487,265.30185,53.942363
1.458054,265.8956,53.984509
1.437961,265.73376,54.091199
1.457172,265.67818,54.436075
1.346168,265.82153,54.246247
0.6722104,265.84036,54.483318
1.274769,265.71585,54.497009
1.171837,264.67907,53.501168
0.4160312,265.44368,54.029519
1.68279,245.26662,0.48497735
0.2472486,245.09034,0.34705119
1.658419,245.33341,0.22915534
0.9616641,245.87432,1.094639
1.642514,245.77341,0.90566948
1.189334,245.73401,1.0987388
0.056787,245.94308,0.88774329
0.2272165,246.04577,0.96367083
0.8739253,246.03911,1.0092412
2.312959,245.7518,0.67137561
6.600499,245.72246,0.19272649
1.225072,246.43166,1.0943269
0.9519837,246.06366,0.5475208
0.632041,263.40626,59.832058
1.40913,264.18479,59.644414
0.1782611,263.87022,59.520921
1.637746,264.41315,59.164111
1.243882,264.41229,58.926735
0.2594151,261.55433,54.564257
0.2454972,262.00279,54.88411
1.980312,261.72809,54.495186
1.588359,262.38952,54.860745
1.895008,262.17463,54.555013
0.248917,262.65944,55.004639
0.6007215,260.98761,54.218734
1.076426,261.12714,54.664594
0.2474695,261.84779,55.181548
4.041354,261.98753,55.045865
2.241838,261.96256,55.567447
1.212136,260.65396,54.701281
0.2479025,261.76999,55.262253
1.9946,329.26818,1.0662691
1.222475,329.5805,0.79256337
0.1000592,329.8503,1.2181902
0.4926897,329.82088,0.23236843
1.793807,332.89707,0.35094794
0.9126137,333.19113,0.25473945
0.4070095,334.82089,-0.13266994
2.085525,337.0168,0.96097508
0.9875861,264.59088,53.887679
1.775851,264.39894,53.90508
1.354232,265.0847,54.001872
0.3840435,264.91101,54.702389
1.255229,265.38842,55.600307
2.928018,246.20131,-0.644212
1.108148,245.96877,0.08234961
0.2224606,245.92974,-0.55671467
1.660946,245.8959,-0.3216605
2.361839,245.94208,-0.37167388
2.949967,245.8953,-1.078242
0.54209,245.52362,-0.45567391
0.5095316,245.6257,-0.9910274
0.5382954,245.1285,-0.49941265
1.227615,245.71581,1.2453929
2.153687,261.25908,58.95215
0.7304196,261.56215,58.758786
1.079817,262.0044,59.180532
1.547709,261.82664,58.874452
0.8441032,261.88497,58.776236
1.623697,262.80309,59.422026
0.02835876,262.58929,59.639906
3.224752,262.66117,58.979768
1.829541,262.85831,59.244752
1.967792,262.48158,59.249947
1.764691,262.54424,58.740975
1.667134,262.35882,58.966281
0.3204618,263.02543,60.248279
1.549707,263.20731,59.923631
3.810769,263.36394,58.911058
0.4905576,263.45339,58.94753
0.5887474,263.4589,58.84851
1.480401,263.45818,58.703
1.911719,263.31352,58.803984
0.15975,263.05578,58.898546
1.96271,329.97689,-0.36393673
1.364563,329.74945,-0.47922438
0.8889489,329.45879,-1.2270301
1.897565,331.8324,0.6992445
0.2654245,331.4827,0.6896275
1.122715,331.4774,0.37224741
1.819778,331.9361,0.45613712
1.682408,331.99925,0.72154042
1.08791,332.30437,0.12990855
0.2075838,337.45006,-0.7263146
0.3084861,339.25437,0.71711024
1.354391,339.13973,0.44793182
2.023209,339.77633,1.1350413
1.32381,339.66649,0.7524725
2.490469,247.11767,-1.0053853
0.2280896,247.12936,-1.1041311
0.04676759,247.53083,-0.1934489
1.675451,247.21766,-0.15023633
1.149604,247.02114,-0.44866714
1.10087,247.18717,0.11490642
0.9718176,246.80418,-1.2478138
1.271658,246.97175,-0.16582492
1.234354,246.95642,-0.57259552
1.542958,246.78156,-0.41152483
0.269084,246.70932,-0.29217403
1.437831,246.18779,-0.63657306
0.5086894,260.09066,58.363381
2.044677,260.35624,58.257828
2.4517,259.8667,58.372151
1.823769,260.51326,59.902056
1.367037,259.95132,59.406387
0.7858732,260.2698,59.414273
1.752868,260.70363,59.932593
2.911231,259.87604,58.801307
0.3510915,260.21799,59.031593
1.644986,259.88467,59.032375
1.452582,260.97222,60.000793
0.7445566,261.0585,59.612232
2.262331,260.33893,59.072797
0.9945354,260.37887,58.734628
1.49226,261.70814,59.374523
2.095245,261.00214,58.703115
1.62229,260.66141,58.851949
1.603002,260.82265,59.079597
1.994129,260.65302,58.939519
2.03309,261.75652,59.63262
2.109864,330.82411,-0.25329993
0.2127112,330.26303,-0.88341113
1.230516,330.24089,-0.49475006
0.1933258,329.84927,-1.1085127
1.961687,330.55559,0.74512107
0.3966468,338.14333,-1.1462646
0.09081637,338.55076,-0.0083929953
0.3483059,147.08697,2.7504645
0.7202245,146.71626,2.1774455
1.874,147.59667,2.7810725
0.3688645,147.76993,2.7365315
1.58626,147.7527,2.6297127
1.112397,147.2681,1.9459058
1.691029,147.96013,2.6971924
1.959866,148.03565,2.7209256
0.960654,148.19243,2.5485344
1.789922,148.18653,2.7684957
1.357247,148.13424,2.9579203
2.106463,148.24397,2.5249717
1.188898,147.84205,2.2655848
0.146085,136.04023,58.257619
2.144091,136.22224,57.560895
1.318198,136.37074,57.397483
1.432495,136.76052,57.596858
0.8261899,136.13379,59.272374
1.143496,136.44589,59.106636
0.5892821,136.02578,59.243782
1.647456,136.48234,59.116691
1.798461,135.42613,58.657586
0.9049114,135.62346,58.628299
1.385906,136.86749,59.494757
1.510063,137.0438,59.489389
0.957131,136.99673,59.260869
0.3105393,136.60824,59.121091
0.1948017,136.91465,59.314513
1.040917,136.39358,58.71291
0.1586276,152.61004,63.726548
2.136737,152.56224,63.28087
0.8437524,151.15493,63.825341
1.051966,151.97337,63.983462
1.23512,151.06689,63.486859
1.034107,152.0814,65.073912
1.112355,152.5099,65.135247
3.971035,151.55095,64.669882
1.502715,151.53374,64.586923
0.5613907,151.48085,64.392339
0.2260426,174.12395,66.753718
1.262823,174.12694,67.291781
0.7686646,174.53838,68.127422
1.40243,174.82855,68.40027
0.3188447,173.98526,67.770069
1.513917,201.52949,65.928753
0.1477348,201.46887,66.080173
1.18637,200.57112,66.298549
1.014332,200.18108,66.525127
0.2235714,200.12112,66.392539
1.56451,211.4215,65.151355
0.2928439,212.67525,65.431415
1.239479,152.39594,0.7601584
1.698416,152.4383,0.60925165
0.3360322,152.42779,0.90184734
0.3549152,151.84649,1.7629998
1.33197,152.03132,1.7469373
1.038865,152.08607,1.0371744
0.9471649,152.20625,0.90140037
2.144426,151.7375,1.3238761
1.586388,151.77529,1.1935518
1.677909,151.57561,1.586293
0.9795334,151.93734,2.7736464
1.26791,151.97222,3.0313675
0.2166395,151.52633,2.0893053
1.067782,151.47181,2.5989767
2.068806,152.39061,2.911856
1.496956,152.1929,3.0294816
0.5145016,152.22975,2.9865855
1.883599,152.34982,2.8485664
0.894267,152.16127,2.0618257
1.895914,151.98237,2.3844377
1.60205,152.04274,1.9450359
0.3175747,152.37251,2.1564178
1.440859,160.55057,1.6803777
1.574609,159.80324,1.5045116
1.891204,159.7174,2.1272846
0.7230587,159.61596,1.3458358
2.293501,159.49843,1.7177724
0.8346181,159.96907,3.0554761
0.2742197,160.11595,3.2045045
2.074622,160.0226,3.3320141
1.285956,159.50163,2.4241149
1.701693,160.342,3.044152
0.8134843,134.51413,57.491834
2.115186,134.60279,57.475969
0.6112765,134.64123,57.751832
0.5498197,151.22239,62.138745
1.640954,151.06051,62.330232
0.1332757,150.50737,62.137873
4.311155,151.17181,62.129708
0.8920795,150.0409,62.15931
0.2868771,149.91222,62.352006
1.840173,151.58335,62.751259
1.076275,151.04779,62.486239
1.193168,151.00022,62.500296
1.474787,149.39721,61.588298
1.255864,148.945,62.27502
1.228557,167.96168,66.626721
0.1326096,172.51295,65.941434
1.470083,172.22243,65.782168
0.5350828,173.17982,65.901069
0.9527189,172.43457,66.06136
0.2234785,172.92663,66.123184
1.329031,171.3546,65.749361
1.252046,171.83113,65.695394
1.296915,171.40093,65.884977
1.217342,170.75416,65.97785
4.252313,170.7692,66.177502
0.6602718,170.73041,65.956197
0.5286013,173.02784,66.793859
1.765601,191.56577,67.509094
0.08230784,191.62897,67.789966
0.8191412,196.16214,66.171081
0.5527317,197.18467,66.657612
0.3097593,196.89245,66.756949
1.506359,197.74081,67.12524
1.081377,197.87046,66.954327
0.1393414,196.01522,66.265711
0.3084237,195.83805,66.475106
1.247161,196.10859,66.473743
1.221638,195.86494,66.859902
1.433823,195.8771,66.928149
1.966385,213.56745,64.474321
0.6959068,214.39619,64.452078
1.467651,214.12636,64.50664
0.3643787,214.82822,64.404985
1.485419,214.40785,64.587633
0.3658189,213.98903,64.945898
1.633202,214.07673,64.961671
0.3638234,214.47372,65.00704
0.1478245,214.94186,65.064716
1.562499,213.88976,65.02332
1.621228,214.77503,64.780581
0.6473289,214.26706,64.789308
1.246288,213.21874,64.544272
0.1988256,213.26997,64.833246
1.762231,151.8363,0.76107576
0.8238716,152.05586,1.199909
1.456391,151.8953,1.1204336
1.208617,152.3986,1.9249935
0.9232778,152.33804,1.9946233
2.697806,152.16821,2.0831722
1.723142,152.31939,1.6949842
1.919409,151.59826,0.69475443
0.508547,151.65976,1.2997968
1.616363,151.78662,1.1525174
1.622498,151.73788,0.75343766
0.9553909,152.00897,1.4752967
0.9364418,151.98663,1.7488686
1.382578,152.09329,1.8854049
1.712433,151.38566,0.69888187
2.056073,151.44917,1.5634668
0.6133645,151.57572,2.0893745
0.7839641,150.90602,0.70937974
0.9009651,151.04686,0.72188079
1.853414,151.03006,1.3441313
0.3761294,158.301,2.4515706
3.169002,158.31445,2.1124584
0.911536,159.83604,1.4594451
1.689386,160.12185,2.0748971
1.570937,160.00453,2.1250171
1.522013,159.63264,1.384068
1.60836,159.77144,2.095241
1.696846,159.91552,2.1841353
1.940149,165.99048,3.3023223
0.431963,166.43997,2.6653145
0.07939789,166.44642,2.4398693
1.031849,168.02123,1.3226348
1.865174,168.11908,1.3211137
1.17883,168.27553,2.1618655
0.7437053,168.35201,1.7932383
1.164801,168.28965,1.7305996
1.798059,167.72011,1.288703
0.441293,167.89516,1.3142349
0.1044022,167.77077,1.4754785
1.542743,168.08043,2.1259731
1.197933,134.02009,58.242926
0.1335625,134.06189,58.035871
0.8226308,133.76708,57.746688
1.579179,134.35926,57.767897
1.126572,134.64838,57.979776
0.8263801,134.68224,58.407517
1.112956,134.54531,57.872549
1.656169,134.51501,58.069014
0.4285937,145.46461,61.850521
0.6426939,145.62442,61.781175
0.7912253,146.08515,61.597263
2.336281,146.11367,61.740163
1.699032,145.93852,61.801295
0.5932229,145.5173,62.13172
1.53224,145.72204,62.313486
2.082257,145.88529,62.114108
0.3947759,146.90802,61.839316
1.538257,147.19099,62.240791
0.6192133,146.93344,62.21108
1.627857,146.62448,61.982084
1.527214,147.96638,61.55791
0.1682918,148.10175,61.604255
1.900004,163.34399,66.785392
0.3101649,163.55051,66.627537
1.374556,165.27629,66.862564
1.188236,164.90469,66.300422
1.925537,166.04097,66.884619
1.614811,165.98623,67.444512
1.957268,165.55707,67.179242
1.085141,166.23087,66.357293
0.3190018,166.36355,67.276788
0.430222,166.5504,67.052015
1.367642,167.39785,66.878256
0.2211504,167.16487,66.777326
0.9565957,166.98933,66.548683
1.917732,188.15224,67.358337
1.612399,188.63452,67.633281
0.2743283,188.67065,67.870509
0.343112,188.41698,68.006245
0.6296444,188.68253,68.047682
1.300941,188.72352,67.887672
0.6785507,189.13252,67.490338
1.367132,188.7241,67.76367
0.6565393,189.14206,68.53254
1.619863,189.44323,67.474978
1.251953,189.80253,67.490583
0.1501354,190.37229,68.25943
0.9483194,189.93868,68.364707
0.6581678,190.16501,67.963735
1.700014,190.1374,67.803014
0.9284472,191.24605,68.359642
1.733416,206.6599,66.16132
0.9977673,206.32927,66.321224
1.41464,207.28256,66.175573
1.472201,207.30531,66.278222
0.9710498,206.58522,66.686356
0.9705076,207.05328,66.659886
1.749757,206.36699,66.70811
1.5826,206.68609,66.819316
0.2448723,206.6075,66.856085
1.323299,207.54369,66.607747
1.533925,207.66812,66.266596
1.986667,208.05474,66.344902
1.489713,207.89348,66.387294
1.658799,207.70992,66.486268
0.1786184,207.86102,67.067611
1.466818,208.78082,66.314614
1.148507,208.47323,66.657027
0.6945596,208.9383,66.70726
0.1723913,209.18204,66.691203
1.545125,149.7036,2.5780862
1.023918,149.73894,2.2206788
1.56087,149.78618,2.9066712
1.405917,149.71728,2.8656534
0.07833213,149.70278,2.8786816
1.89047,149.64186,2.740864
2.497976,150.0589,2.0151552
1.97946,149.89864,2.8109261
0.2598137,149.83871,2.6750834
1.835898,150.33444,2.5614906
1.802462,150.30956,2.3991334
1.401678,150.23081,2.5781735
