#Table1
z,ra,dec
0.3418521,240.15496,-0.57979975
1.825171,240.283,-0.58866142
0.4729701,240.24118,-1.0484521
1.124631,239.97074,-1.2311048
1.695286,225.19552,0.074256054
1.003979,225.27677,0.34593072
1.005104,225.59211,0.15918057
0.1487136,177.69783,-3.2813736
1.065354,177.46016,-3.6316727
3.217435,177.45867,-3.4713553
3.249533,177.79728,-3.0948992
0.4174733,176.84438,-3.4126766
0.1006098,184.03066,-2.2382793
3.138414,185.32652,-3.2617745
1.299465,185.28802,-3.5965133
1.607161,185.48776,-3.5983602
1.265584,185.63533,-2.9122375
0.7541143,185.0082,-3.198422
1.522111,185.31343,-3.0619475
1.280713,185.37664,-2.6924886
0.9525511,184.73076,-3.6254354
1.499822,184.8871,-3.4519754
0.2955231,193.96887,-2.8938136
0.5621304,194.1329,-2.5251559
0.23902,193.39372,-3.699474
1.771199,193.53925,-3.4724202
0.2781796,193.81652,-3.095601
1.770817,193.33991,-3.3876715
2.451306,193.19695,-3.2374482
1.504334,193.65578,-2.4907806
0.6353148,192.91167,-3.6853305
1.682197,193.0386,-3.3972065
1.121867,192.84297,-3.6079823
0.1113157,197.19043,-1.5149735
1.001634,197.73162,-1.4568138
1.846705,197.46712,-1.5381279
0.8239765,197.42598,-1.6944383
1.060408,240.46937,0.17387734
1.569411,241.32401,-1.165384
0.2503763,241.35644,-1.1754375
0.2427506,241.45008,-1.1536129
1.301318,241.95558,-0.37218263
4.936591,241.25504,-1.2057207
1.188033,241.29992,-0.79711933
1.783197,241.28767,-0.92252004
0.8483025,241.72908,-0.11946908
0.6060792,240.82884,-0.8417262
1.885146,188.77465,-0.50620769
0.4709867,188.26691,-0.52614891
1.735441,188.40766,-0.5261137
0.8974929,188.01619,-1.1222126
0.4765315,188.04035,0.83761657
1.452305,190.05541,-1.0944218
0.8194972,189.99916,-1.179166
1.055812,189.99086,-1.0959586
2.07756,195.13874,-0.1145906
1.630282,194.48573,-0.76988516
1.831589,194.57749,-0.77529463
0.4772089,194.67833,0.039043143
1.907633,194.87004,-0.45833542
1.024542,194.40445,-0.53893907
0.7201473,194.46367,-0.73070051
1.209499,194.45026,-0.043642898
1.785827,194.29548,-0.44479891
1.914011,195.24223,1.0976923
2.10053,195.34657,0.78320639
0.3304223,195.7146,0.33281073
0.3744461,195.66484,0.40467327
0.7215387,197.65566,-0.79551053
1.141155,197.66995,-0.77855275
0.5091691,198.74893,0.5176733
1.194387,198.31326,-0.10674405
1.48851,198.61866,-0.061901884
0.7328859,198.96952,0.081797871
2.103424,198.91869,-0.10927031
1.291401,198.96709,0.63423945
0.3531173,200.08448,-0.57450761
0.201516,199.92854,-0.76977897
0.8911434,199.91152,-0.82778403
0.2829691,200.03877,-0.34552778
0.3019643,201.76895,-0.60766227
1.257005,201.54499,-0.30991025
1.315318,201.0782,-0.51535312
1.327018,201.07269,-0.27371926
1.469807,202.7182,0.53839234
1.408066,202.80133,0.27705661
1.277305,189.93729,-0.71612172
0.8753049,189.68509,-0.19451012
1.313576,189.96591,-0.47910573
1.195779,189.99491,-0.42604127
1.695871,189.49009,-0.47458569
1.476106,188.97344,-1.1968149
1.818328,189.34946,-0.70278202
0.4160868,189.42908,-0.55853289
0.2487511,189.30437,-0.4055596
0.23298,189.14968,-0.5481596
1.69307,189.2374,-0.68537521
1.951805,188.85532,-0.61493507
1.587697,188.8748,-0.69468401
1.837308,190.98429,-0.0060702096
0.2326377,190.65245,-0.9879371
2.047277,190.79499,-0.61132914
0.9917167,195.74368,-0.43428184
0.1688899,195.07528,-0.9069147
0.1220383,195.09676,-0.90827238
1.407361,195.28936,-1.0387974
1.67242,195.53445,-0.62544245
1.799109,195.54602,0.0012503861
1.973885,195.48901,-0.25905492
1.784155,195.40054,0.032740124
0.3071993,195.01217,-1.100494
1.429117,194.81137,-0.84568952
3.622447,195.14705,-0.6578576
0.1963567,194.95461,-0.26929864
0.9269264,194.88908,0.72018003
1.870532,195.12093,0.77702385
1.305365,195.0785,0.13237822
1.251805,195.06576,0.72168652
1.75273,195.08333,0.4448581
1.308927,195.08874,0.88338539
1.623335,195.24912,0.74527286
1.830931,195.38615,0.63385652
2.112106,195.36332,0.31362605
1.314728,197.21224,0.79525805
0.747569,198.34264,0.88847093
3.096372,200.4161,-0.69778945
0.0821794,200.39721,-0.21826852
1.585109,200.28593,-0.37047545
1.699965,201.77605,-0.71073457
2.027261,202.13335,-0.61431771
0.4793711,201.95033,-0.17269796
1.795266,201.96222,-0.06113304
2.020039,202.05041,0.94535196
0.4878941,187.51167,0.45162258
1.640698,187.46118,0.98087063
0.6981658,187.8435,0.014736585
1.995659,187.90179,0.45536583
1.166725,187.60354,0.16521933
1.552909,187.61893,0.13493101
0.605193,187.70037,0.78982191
1.724978,187.85298,0.78866687
1.835389,188.04456,0.5054135
1.699676,187.94357,0.59285687
0.7560846,188.15054,0.26242923
0.9881693,189.73451,-0.93358367
1.845218,189.73376,-0.99191954
0.9367619,189.69465,-0.70653151
0.08082828,190.14925,-0.48874332
2.239408,190.02648,-0.61691123
1.365598,190.05798,-0.60041523
1.439024,190.13866,-0.24541353
1.400813,189.57021,-0.94903057
1.328537,191.06596,-1.0748865
0.1716922,191.07318,-0.87674894
0.4091547,190.99315,-0.97927837
0.5732443,190.98807,-0.9103668
1.040864,191.47963,-0.62648464
1.686565,191.4208,-0.46243715
0.8776056,192.91803,0.036363482
2.166709,193.23807,1.1778463
0.7910432,193.23341,0.89428646
1.692793,193.18276,0.88891203
1.776838,193.20741,1.1126379
0.07113216,193.2719,0.26551943
1.537909,193.56014,0.3295912
1.184161,193.32926,0.88608798
1.508673,193.33185,0.7558525
1.149803,193.70546,0.42049081
0.2456699,195.36986,-0.96786013
1.611337,195.63973,-0.79901906
1.720258,195.67755,-0.12447731
1.26246,193.9644,0.65573554
0.3945964,194.93164,1.0486286
2.011509,194.23416,0.3558791
0.8307654,194.11728,0.53318622
1.259938,194.263,0.40998618
0.5115911,194.12286,0.47505119
0.7246754,194.6455,0.64229183
0.2982852,198.06954,0.48978626
0.559163,197.15425,0.77784476
0.6252592,200.11153,-1.1313937
0.9661075,200.15461,-0.96722872
1.15296,200.4505,-0.58803221
1.136832,200.65,-0.82011432
1.54224,202.27833,-1.1853714
0.7370775,202.13543,-1.0550372
0.9588439,202.04734,-0.89530629
0.2400958,202.63086,-0.47188416
1.020073,202.44275,-0.30152991
2.523684,201.96021,0.19910925
0.9696267,201.79639,1.1693494
0.8663291,201.85021,1.189952
0.6327772,201.8235,0.96362494
1.239748,249.61164,-1.0572888
1.598163,249.94399,-0.47039795
1.389843,249.85651,-0.68603255
0.5228189,249.2292,-1.1195603
1.689929,258.37917,61.118854
3.150984,258.27021,61.3804
2.03449,258.60285,61.401279
1.848188,258.25083,61.398472
4.350555,257.02046,60.367234
0.99323,257.82794,61.459058
0.9534386,256.45079,60.319
1.807659,256.81913,60.408866
0.6159015,257.82362,58.689961
2.334367,257.57315,58.534583
0.8973452,257.68854,58.391634
0.2806881,257.63836,58.74912
0.5375546,257.86226,58.928932
1.530754,257.93681,58.82212
4.519616,257.56052,59.390695
0.8642178,257.62284,59.142998
0.6252932,257.27329,58.238286
2.130099,262.56127,54.949324
0.9327084,262.77113,58.484741
2.051165,262.62615,58.482198
2.366301,261.98527,58.365431
2.01159,262.02825,58.344184
1.081977,262.33738,58.283039
1.578459,261.85592,58.54896
0.4138722,261.98693,58.20166
0.2918185,261.42996,58.101336
1.962016,261.49529,57.819416
1.56559,261.53451,57.45031
1.803456,261.51469,58.412162
1.268519,261.42568,58.352933
2.253939,261.3198,58.652481
0.3920482,261.28676,58.633093
1.071944,261.2477,58.649062
0.528037,261.41723,58.574708
2.315006,261.21748,58.481786
0.306971,261.23979,57.616964
0.267703,261.00309,57.593937
1.793187,260.79251,57.643144
2.015839,260.73727,58.186302
0.6762542,261.19534,57.914968
1.820659,260.34514,57.841528
1.616132,260.45114,57.968175
1.897876,260.30134,58.142186
1.61588,260.54853,57.947797
0.1597612,260.14009,58.14155
0.1262888,331.44256,-0.68644406
0.1812769,331.14615,-0.62347743
0.09807353,331.28962,-0.80572424
1.837765,331.12681,-0.43709998
0.7653917,252.33922,63.865125
0.9403948,253.06657,64.16264
1.06865,254.01909,64.207148
0.2790778,253.41122,63.669627
2.078409,253.5953,63.960471
0.3675793,254.7727,63.656559
2.366824,254.20225,63.977352
0.2715439,254.14111,64.178816
1.255579,255.20645,64.53316
2.737447,255.25258,64.202512
1.761726,255.30813,63.878631
1.186379,258.31481,62.804369
1.704812,258.58581,63.005627
0.9096355,258.62539,61.962936
0.2912199,258.86987,61.651775
1.51416,257.73672,62.412623
0.1127587,258.45966,57.498579
2.024105,258.84237,57.607415
0.6958634,258.91615,57.789522
1.55958,259.11913,57.833219
0.3100284,259.46081,58.253903
3.153503,259.3311,58.038349
0.100305,259.62087,57.572877
0.350522,259.93236,58.186779
2.00983,259.73967,58.13578
0.7743659,259.75712,58.007995
3.880262,259.71116,58.057388
0.1330101,260.1548,57.815626
0.7794681,261.91586,53.946923
1.203763,261.68241,53.997023
2.878514,261.73623,53.885697
1.570852,262.29139,53.722918
1.300783,262.27339,53.740001
2.089596,262.17293,53.727427
1.044255,262.06423,54.058962
1.972671,262.2406,54.682615
0.09952903,261.99645,54.363067
1.432863,261.73039,54.288106
0.5881537,262.43634,54.457214
0.3071232,263.29615,53.915924
2.367916,263.31167,53.935908
2.099177,263.09597,53.854535
1.535792,262.71774,54.013533
6.532688,263.1728,53.727185
3.865192,262.90819,53.748532
0.9661014,262.76851,54.451884
2.13784,263.36204,54.077981
0.5500194,233.11456,1.0189819
2.778151,233.04951,0.84277063
1.505199,233.62879,0.33911769
1.966493,233.6074,1.2067467
3.170777,233.90502,0.50382002
0.1331946,234.09444,0.0088041951
1.051278,247.39591,-1.0940834
1.11145,328.57314,0.53771612
0.2097606,328.8079,1.1431482
1.147708,328.97852,0.37386889
1.16613,330.6301,-1.0412803
2.966944,335.91341,0.66169667
0.284505,336.00962,0.59253916
0.11268,336.20094,1.0094143
1.546027,336.9358,0.58080259
1.096125,252.41275,62.693602
2.00833,252.51035,62.670259
3.129443,251.55255,64.268979
1.469498,251.05179,64.138451
0.407341,252.59535,64.360041
0.1835109,252.28182,64.406183
0.6891186,252.37953,64.358599
0.124617,252.79959,64.292106
1.830558,260.19853,62.77731
1.142292,258.92876,63.248405
2.117118,259.13904,62.27373
3.670345,259.50086,62.223795
2.114896,259.37937,62.320044
0.12519,257.44931,57.390451
1.275176,256.44315,58.025253
1.309529,256.43525,58.10262
0.5215464,257.48341,57.540412
0.2692253,258.03102,58.798475
0.09262062,258.54846,57.976128
2.998992,258.11561,57.918581
0.3601637,258.25288,57.425068
0.2428491,258.29395,57.574073
1.250724,258.55581,57.95307
0.5515799,258.86113,58.047933
1.623842,259.66867,54.122588
1.677241,259.50565,53.806909
1.768157,260.45539,54.405221
2.651685,260.37125,54.125154
1.474883,260.12951,54.087096
1.421687,259.95717,53.747424
1.236997,260.76412,54.290056
2.248061,261.11882,54.571791
1.176273,261.2659,54.367108
1.000229,261.00136,54.204373
1.092204,260.78749,54.158054
0.4265127,260.87141,54.132172
1.973874,260.9589,54.389015
1.58459,260.46208,53.747391
0.4789151,260.75228,54.015521
1.313569,260.42737,53.815235
0.1917834,260.26027,53.74644
2.225191,261.55286,54.551919
5.334987,261.4098,54.567986
1.43895,260.76387,53.822514
0.9082674,261.18741,53.72225
1.224867,261.3546,54.121067
1.725622,261.78499,54.104016
1.653751,261.35756,54.031961
0.9579745,232.63045,0.20625586
1.311327,232.6183,0.92748629
1.598655,232.61447,0.66755157
1.420451,232.63355,0.75250419
1.219988,232.67629,0.012885819
1.40677,232.89772,1.2178343
1.011363,327.58745,0.97284094
2.152451,327.40291,0.53957805
1.82313,327.96504,0.88976908
0.2244196,327.98067,0.96064181
1.251907,327.86148,0.27701607
0.06084904,335.40059,0.84785918
0.1126439,335.73151,0.84268339
1.576635,343.21507,0.22750899
0.5968189,253.90742,62.794155
1.715066,255.07437,63.323088
0.9954301,255.1476,63.422972
0.1688014,254.24326,63.014185
0.1612917,254.17493,63.385483
1.761784,253.72188,62.274343
0.1056367,253.55054,62.895564
1.63278,253.00627,62.53583
0.3220503,252.33661,63.075365
2.175903,252.44303,63.561706
0.2406805,260.96561,62.4221
1.008503,260.21315,62.162316
1.338201,261.43546,62.651033
0.1717223,261.18225,63.127711
1.3953,261.13321,63.174314
1.754915,260.00545,62.212711
0.728572,260.17664,62.169349
0.9372722,259.09858,56.912477
2.051165,258.13074,56.360438
1.1967,257.78721,56.56005
0.239014,257.97457,56.496174
1.034656,257.53242,57.118072
1.784983,257.96704,57.278833
2.546086,257.46264,57.053795
1.973602,261.29306,53.408313
1.371131,261.30249,53.473803
1.475715,261.39553,53.54237
2.558673,261.0383,53.234875
0.9728427,260.50068,52.736243
2.568977,260.78397,52.748762
1.483573,260.7421,53.009556
0.6558511,260.51191,53.102668
1.00931,260.58662,52.909131
1.352073,260.78922,53.569418
0.6619299,260.97628,53.655049
0.7999153,260.31374,53.01131
1.68343,260.2575,53.142909
0.2662481,260.3232,53.202157
1.989517,260.57931,53.279992
1.14317,259.98264,52.556771
0.2339475,259.97218,52.816325
2.711712,260.03265,52.595599
0.3007645,259.61842,53.448704
1.688949,259.60467,53.487628
1.730246,259.95801,53.35914
0.1917649,259.6369,53.217971
2.600706,259.45512,53.523144
1.621442,232.52058,-0.99670659
0.3096993,232.41757,-0.36212929
1.574724,232.47285,-0.15628105
0.1995928,232.47634,-0.17408862
0.8648131,231.94432,1.2497795
0.3949177,232.0344,0.67393109
2.08648,232.5057,0.63703397
1.103814,232.44369,0.23872653
0.1787692,327.35854,-0.72284698
1.255621,326.91223,-0.76527152
1.402058,327.00225,-0.60423962
0.3926759,326.95053,0.28212899
0.1241674,326.89112,0.67249195
0.17191,335.3149,-0.67514179
0.1718071,334.84225,0.5021721
0.213962,343.03996,-0.094719943
0.9912963,208.19865,-1.0561309
1.221769,208.56577,-0.53034599
1.244108,208.0694,-0.77571253
4.038317,207.8936,-0.61449292
1.430848,208.02274,-0.37767151
0.1525586,207.93365,-0.08469019
0.3512017,210.0694,-1.1394925
1.20881,210.08223,-0.7966538
0.9257374,210.26379,-0.84184435
2.059268,209.96288,-0.71402306
1.632683,213.07776,-0.54001686
0.8333391,212.99456,-0.65382519
1.627305,212.98328,-0.34859127
0.6381807,212.39612,-1.0796389
1.292343,212.44351,-0.98419591
0.1954138,212.23035,-1.2551472
0.1345134,213.83123,-0.50599616
1.155079,213.86985,-0.4425745
0.1378409,213.62935,-0.51194509
0.07009463,213.30285,-0.75222055
0.9656587,218.92785,-0.0949691
1.552845,218.6696,-0.32936138
0.8565872,218.72695,-0.36478715
1.819148,220.74963,-0.62358904
1.949597,220.43625,-0.27293646
0.5896969,219.81875,-0.77530816
1.408544,220.1007,-0.17736136
0.3514692,219.87301,-0.18846503
0.1039815,219.69809,-0.13483641
1.325305,224.34139,-0.62090849
0.1870066,224.46634,0.0031734724
1.759764,224.05499,-0.61469921
1.947919,223.97918,-0.62039965
0.1326886,224.13187,-0.18728151
0.8043503,205.73551,0.015921282
0.08696799,206.22046,0.088969194
0.2550515,205.96999,1.0026725
1.017677,206.72376,0.16205297
0.4847483,208.21727,0.6329522
1.593915,210.70052,-0.82333383
1.624146,210.30014,0.6331453
0.6650785,210.27033,0.72575915
0.361432,210.14465,0.79263293
1.938413,210.72191,0.48923804
1.61062,210.61338,0.31879806
1.212454,210.64029,0.88377147
0.7191345,210.54514,1.0227274
1.088787,214.41261,-1.0127027
0.5518546,214.15911,-0.89798357
0.379712,213.86771,-1.0875114
1.919653,214.03529,-0.62007259
0.6754416,213.94029,-0.73045091
0.6675521,214.23643,-0.8392451
0.1479407,213.85724,-1.2313172
0.8201946,213.53873,-0.86889684
0.2898548,216.71916,1.1515152
0.8399584,216.52254,1.2361137
1.293137,217.0138,0.94754055
2.00288,217.62906,0.57783018
0.05460015,217.69177,0.2476283
1.845623,217.78746,0.12365272
2.050211,219.1186,-0.64450478
0.32483,219.1034,-0.48481219
0.9120962,219.09862,-0.416503
1.868749,219.17186,0.26635823
0.1402052,219.26717,0.11807156
1.262561,219.00662,0.34499251
2.068034,220.38924,-1.2199891
1.967892,222.70806,0.028998988
0.9061399,222.31166,0.76227166
2.014918,222.98018,0.089434048
1.603607,224.38944,-1.2358644
0.4808242,224.74981,-0.25121723
2.007208,224.76358,-0.38235147
1.222181,224.12888,-1.0727055
1.171173,249.09988,0.38409102
0.07751627,255.87069,61.686103
2.304846,256.35042,61.546305
1.414031,257.07447,61.913521
2.009666,256.63777,61.954171
1.352312,257.0825,61.702016
0.6463838,258.67887,61.199602
1.848895,258.58018,61.329059
0.2362048,260.24774,61.469922
1.632457,260.16879,61.888215
1.715527,260.03868,61.56168
1.650203,258.97279,61.253972
0.7345053,259.3914,60.968994
0.2240335,259.28142,60.882627
0.6001151,259.14401,60.849266
1.130745,260.70983,61.456858
1.870822,260.39059,61.930238
1.77019,259.54756,61.286007
1.08056,259.90293,60.796712
1.788403,259.74678,61.326154
1.807365,259.70119,61.301364
2.078622,261.43372,62.17374
1.908958,261.39212,62.040222
1.685196,261.15345,61.693626
1.363419,261.1553,61.46918
0.2508747,260.76214,61.020263
2.043358,261.96408,57.142914
0.696614,261.90172,57.865133
0.5920624,261.96126,57.853581
1.199391,262.35272,57.194772
2.808491,262.75181,57.370097
0.7158707,261.75602,57.096842
1.594743,261.88405,56.885184
1.567819,261.93141,57.018855
1.773178,261.99366,56.738679
1.949212,262.16675,56.666044
1.491627,263.41999,57.490562
0.931596,263.29504,57.412445
1.036748,263.05498,57.252765
1.210214,262.20426,56.987059
0.8603137,263.10669,56.715925
0.3028751,263.12268,56.803162
1.593239,263.84599,55.769739
2.06445,264.16437,56.015778
0.8752336,264.10122,55.145615
0.6617309,263.1607,54.542362
1.434635,263.17909,54.709902
1.676943,263.06099,54.679401
1.769688,264.58352,55.218957
1.045148,264.54963,55.812847
0.4698139,263.61552,54.689845
1.595078,263.98144,55.083611
0.5513875,264.17218,54.564051
2.118594,264.56805,54.873585
1.84255,264.18914,54.912425
0.3329814,264.33809,55.056034
2.118061,264.37645,54.715691
1.201632,264.80885,55.346285
1.14304,264.80319,55.098622
0.2570523,264.80023,54.795975
1.414037,265.03367,54.64685
1.919566,259.66127,56.647518
3.875647,259.9365,55.735682
1.394275,259.84349,56.326401
0.3889996,260.03317,56.286314
0.3592547,260.11123,55.673354
1.226246,260.06258,55.678432
0.8242056,260.39013,56.205837
1.71609,260.49419,55.78541
1.806276,260.59643,56.082087
1.239797,260.56263,56.753918
0.713289,261.27722,56.123564
0.2686525,260.83622,56.730291
1.031814,333.64511,0.32332537
0.5195631,341.22285,1.2131038
2.129176,247.91478,0.11481692
1.06852,248.16559,0.70081222
1.41001,248.0878,0.49180048
1.828255,248.69026,0.87902551
1.65905,248.68331,1.1775462
0.3753091,254.59305,61.915262
0.6671248,254.94417,61.99654
0.2318678,254.99557,62.038373
1.196005,255.24534,62.027107
1.916221,255.77541,61.878991
0.9882452,260.79314,59.851587
1.99779,260.93899,59.690028
1.614339,260.7447,60.160506
0.4701194,260.35235,60.587424
0.7513942,260.06807,60.744725
0.7465012,260.35534,60.478774
1.720052,260.55844,59.802228
1.602202,260.63859,59.921633
1.786137,259.27359,60.201119
6.605915,259.83164,60.378177
4.424574,260.03002,60.473301
0.1293059,259.93385,59.683596
1.460144,258.67135,60.228606
0.8422552,258.67175,60.567377
2.023545,258.94006,60.188784
2.451782,258.82322,60.27699
2.075603,259.26672,61.586903
2.052343,263.32223,55.92687
1.517107,262.3699,56.392354
1.361174,262.63747,56.572344
0.8734679,262.53016,56.336284
1.862364,262.36827,56.199292
1.839554,262.58834,55.777336
1.539757,262.77444,55.992341
0.8749206,261.4869,56.366009
2.1095,262.09951,56.250173
1.630166,261.46339,55.783378
0.2471542,261.78726,55.809748
2.186747,261.67964,55.741247
1.380438,262.34149,55.515993
1.694467,262.01594,55.839955
0.5871549,262.38471,55.41751
1.10729,262.26343,55.963434
0.804176,262.23427,55.972993
2.13579,261.30206,56.077125
0.7642314,261.37142,56.136677
0.735727,261.47637,56.416316
0.0659427,261.3878,57.279323
2.831994,261.05534,57.179623
1.500868,261.10151,57.258628
2.200235,260.91061,56.953744
1.561614,263.12555,54.357175
1.285679,262.16723,55.059508
0.8374399,262.07117,54.96868
2.009436,262.1706,54.970085
0.8744513,262.18075,54.78173
2.019364,262.28525,54.822467
0.1609565,263.84631,55.434612
1.072069,263.3458,55.550251
2.114367,262.67658,54.933646
1.698426,258.98085,55.009071
2.917986,259.23461,55.298116
0.3222511,259.09411,55.203729
0.2506211,258.86724,54.419173
1.546244,258.65178,55.020122
0.7384238,258.86765,55.010825
0.8539471,258.78367,55.49028
1.27828,258.39339,55.513975
1.52717,259.11538,56.549593
2.304483,258.62549,56.256647
1.3578,258.18382,55.997173
4.227234,258.10385,56.10694
0.2971374,258.92048,56.115287
1.013088,258.76565,55.884108
1.556917,259.75264,56.397351
0.6191051,259.58766,56.764248
1.419618,259.68813,56.405462
1.95508,333.03197,-1.026299
1.891284,332.25273,-0.2370095
0.9910489,332.70053,-0.52269087
0.1264126,332.6624,0.64950129
1.765232,340.83504,-0.8219029
0.07108881,340.73573,1.0877961
1.855762,247.94884,0.84918839
0.3290035,247.62128,0.43896018
0.2778462,253.33589,61.715107
1.24673,253.67402,61.671861
0.2797237,254.76735,62.50343
1.863843,254.69534,62.789033
0.1193994,254.54213,62.415655
1.17082,253.97852,61.702559
1.601048,253.84273,61.793142
1.324726,254.96662,62.466296
1.61347,262.15822,59.755996
1.591011,262.18642,59.504897
1.589429,263.18838,60.136974
2.352449,263.0765,60.337262
1.547928,263.23048,60.725882
0.7232748,261.74774,59.671634
1.130226,261.76953,59.626858
2.21112,262.62582,60.329844
1.567193,262.74981,60.278377
1.927885,262.43062,60.365113
1.649693,262.35225,60.348849
1.326202,262.59212,60.39755
0.7295793,262.71968,60.421331
0.2214738,262.33781,60.564599
1.886469,261.3419,59.880827
1.539985,261.48824,59.809486
1.694858,261.80125,60.756726
0.9239246,261.58243,60.266684
1.597094,261.58551,60.56297
0.3336223,261.51282,60.354361
0.3717202,261.19337,60.605462
0.7503567,261.08549,60.526461
1.566497,260.85352,60.296984
2.236598,260.99169,60.194458
0.1541008,261.06501,60.637794
1.583792,264.27265,55.498813
1.107213,264.47489,55.601357
0.08370738,264.75613,56.264541
3.127423,264.78796,56.22147
1.825271,264.56514,56.050091
0.4967705,264.00976,55.677928
1.82379,264.11143,55.455758
1.989152,264.14796,55.474844
1.192116,264.05451,55.596514
1.593656,263.91749,55.69204
1.201456,263.37849,55.341904
0.8549865,263.66671,55.936734
1.654929,263.52206,55.421434
1.333799,263.61301,55.977786
1.695781,263.7219,55.965573
1.107909,263.83576,56.25677
0.4912721,263.81015,56.041148
3.734232,262.81399,56.6114
2.996634,263.01283,56.088445
1.569773,265.55061,54.425202
0.7958156,265.58967,54.18877
2.38359,264.33225,53.692738
0.2254329,264.27376,53.584746
1.074848,264.52723,53.769396
1.637604,264.01121,53.672099
1.835106,264.3567,53.953651
1.897441,264.51214,53.846421
1.458108,264.3662,53.885302
0.408135,264.16085,53.909043
1.68526,265.20807,54.118415
0.8368963,264.61401,53.9616
1.019564,264.69841,54.286895
1.296708,264.29969,54.16774
1.117331,264.68547,54.219894
2.614942,264.05291,54.335898
1.617338,263.92447,53.722528
1.635947,263.95963,53.885373
0.954876,263.96632,53.921039
1.239294,263.61033,54.358183
3.424562,263.46764,54.008476
0.4233201,263.50994,54.111433
0.6844063,263.52019,54.398649
0.7196394,263.38904,54.510118
1.241179,261.72412,55.453234
1.391364,260.25992,54.246791
0.3646949,261.08306,55.183
1.387222,260.99504,55.168625
6.637446,260.9892,55.258636
0.2944843,260.84297,55.070505
2.101268,260.05164,54.93366
0.9050049,260.11039,54.950985
0.2723368,260.13455,55.22509
0.9280384,259.96759,54.191655
0.4238824,260.00662,54.577567
0.8680135,259.75839,54.501322
2.230862,259.96573,55.079501
4.628729,259.53612,55.253114
2.02038,259.23096,54.797677
0.9353228,259.44076,54.5292
2.115312,259.3872,54.027794
5.799819,334.31672,-0.20305457
0.09911174,333.92624,-0.60271921
1.803956,333.80608,-0.56307438
2.062934,341.0128,-1.2052908
0.1292273,204.59079,0.39149641
0.348803,204.89137,0.96677906
1.952775,204.73688,0.45513021
0.2341012,205.16286,0.83226902
0.5968053,205.337,0.7012939
1.904054,205.1307,0.25208959
1.242531,205.06353,0.00075399873
1.713362,205.47596,0.99686724
1.164124,205.43312,1.2234026
0.7201678,205.36417,0.3473545
1.599844,205.39846,-0.016454989
1.237494,205.48696,0.50289955
0.7081638,206.05369,-0.50150631
0.07327056,205.96278,0.076331759
1.096718,206.10814,-0.015592944
1.154511,206.15983,0.10714405
1.76729,206.351,0.87587792
0.874019,205.84858,0.20649074
3.770057,206.82392,0.69090074
1.249558,209.79043,0.30452417
0.2567531,209.78337,0.45889862
1.733751,209.92328,0.14773296
0.4939533,209.88223,0.9167616
0.2585477,210.12558,0.36905672
0.7109013,210.3513,-0.17144159
1.222245,211.05051,-0.22361027
0.6342648,211.13692,1.1383929
0.5378419,210.75179,1.0452405
1.080848,211.23359,0.66496063
1.15558,211.17167,0.66242368
1.299541,215.05151,-0.75994829
1.938112,214.96504,-0.76831747
0.2537746,214.5847,-0.99825887
1.609919,214.60331,-0.841723
0.1030941,217.62591,-0.18752293
1.533662,217.08579,-0.89673135
0.4592761,217.01887,-1.0370719
1.809132,216.5613,-0.73115005
0.3330181,217.00081,-0.17411867
0.567736,216.36045,-0.73932574
1.173155,218.32779,0.7627868
2.767985,218.31828,0.86268207
2.753311,221.12591,0.16369375
1.615897,222.5807,-1.0747624
0.1197228,222.60818,-1.1086261
0.1194533,222.57994,-1.1131895
1.714773,222.65928,-0.9668808
1.723486,222.51949,-0.94625498
1.686998,222.96119,-0.68366612
0.9763461,223.04941,-0.47386536
0.2524521,222.37704,-0.79621972
0.8186654,222.14504,-1.0796014
0.3769481,222.84365,-0.5614322
1.566404,222.87637,-0.47516824
2.060827,222.13192,-1.2108721
3.822119,221.9935,-0.8486989
0.138599,222.84591,-0.10720763
1.799862,221.49812,-1.221569
1.266033,204.93545,-0.24767501
4.780626,204.76419,-0.71143315
1.846107,205.08184,-1.0027832
0.3858436,205.1855,-0.75464552
0.2788509,204.42402,-0.93004797
1.296158,204.72934,-1.0416363
1.632158,204.83833,-1.0360949
2.452616,204.29247,-0.4454874
1.505861,204.30284,-0.65784324
0.271596,204.1469,-0.35177838
0.8089269,204.23049,-0.17127343
0.9792024,204.29307,0.88407239
0.2678786,204.54046,1.1884348
2.051198,206.65692,-0.33774505
0.4187702,206.28308,-0.31690829
0.2447907,206.24771,-0.26653267
1.452307,206.11394,-0.72821004
0.4596044,208.97458,0.19379121
1.567677,208.88816,0.39948905
1.525125,208.86048,0.2772395
0.4066665,209.63078,1.0608933
0.2438676,209.62325,1.1523482
0.2835726,209.3233,0.33694704
1.749765,209.32101,0.12641692
1.01309,209.26614,0.087703289
0.661383,209.36034,0.26176017
0.991079,211.2879,-0.11459264
1.454884,215.21029,-0.90719588
2.091645,215.20975,-0.43141483
0.4534442,215.3503,-0.56518073
0.5133731,214.95765,-0.11213203
0.9664423,214.83764,-0.61472231
1.134462,215.97287,0.22712732
1.998737,217.47704,0.39098588
1.264551,217.45901,0.053926921
1.091094,217.95589,1.2416372
0.3733839,217.74521,0.58485493
1.077896,217.80448,0.50087397
1.9472,217.85015,0.38409216
1.583255,219.50539,0.36111137
0.3390134,219.86766,0.26053675
1.503647,220.03646,0.27509103
0.4847173,220.15024,0.44410248
